; rcp45 from rcmip
; hectordata 0.0.0.9000
; date Wed Feb  1 18:28:27 2023
; UNITS:,  PgC year-1,  PgC year-1,  PgC year-1,  PgC year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg CH4 year-1,  ppm,  Tg CO year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg N year-1,  Tg year-1,  Tg NMVOC year-1,  Tg N year-1,  Tg year-1,  W m-2,  ppt,  ppt,  Gg S year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt
1754,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1755,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1757,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1758,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1759,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1760,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1761,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1762,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1763,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1764,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1765,0,0,0,0,0,35,0.010762744,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,721.93976280137,0,278.058469773973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.96107456621,0,1.01251598071429,0,0,0,0,0,0,0,0,0,0.00300181776868893,0,0,0,0,0,0,0,0
1766,0.106998,0,0,0,0,35,0.010752073,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,722.301036896119,1.9632619,278.113789578767,9.0502213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.97266930137,0.0051920280333303,1.03727997785714,1.5968747,0.109539701724955,0.56591996,-3.8147024e-4,0,0,99.036910099844,0.11622211,0,0.00300181776868893,0,0,0,0,0,0,0.00534153089595546,0
1767,0.1333826,0,0,0,0,35,0.010747949,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,722.968086789792,2.4364481,278.221360561706,12.960844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.994125716539,0.0101186518354614,1.06148896142857,2.2923164,0.168096699197513,0.78146771,-0.0011354663,0,0,116.487945397816,0.23244422,0,0.00300181776868893,0,0,0,0,0,0,0.0106830621921533,0
1768,0.15984677,0,0,0,0,35,0.01074382,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,723.666190336839,2.911105,278.343846818462,16.876539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.01677058294,0.0150455371851229,1.08515184428571,2.9886478,0.226704014163062,0.99736131,-0.0018716825,0,0,134.019503120125,0.19744422,0,0.00300181776868893,0,0,0,0,0,0,0.016024592787927,0
1769,0.18639296,0,0,0,0,35,0.010739687,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,724.341526357306,3.3872782,278.471125453196,20.797465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.039032777397,0.0199726925838597,1.10827749071429,3.6858966,0.285363217167605,1.2136114,-0.0025903369,0,0,151.634080156006,0.13181922,0,0.00300181776868893,0,0,0,0,0,0,0.0213661233837007,0
1770,0.21302373,0,0,0,0,35,0.010735548,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,724.994184768265,3.8650146,278.601023820776,24.723782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.060962156393,0.0249001260331258,1.13087481357143,4.3840909,0.344075898764101,1.4302291,-0.0032916475,0,0,169.334250514821,0.12744422,0,0.00300181776868893,0,0,0,0,0,0,0.0267076549800803,0
1771,0.23974168,0,0,0,0,35,0.010731403,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,725.626812689922,4.3443625,278.733130340981,28.655658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.08251537131,0.0298278475347389,1.15664657071429,5.0832602,0.402843719529854,1.6472257,-0.0039758326,0,0,187.122658315133,0.17994422,0,0.00400242359152465,0,0,0,0,0,0,0.032049185575854,0
1772,0.26654951,0,0,0,0,35,0.010727254,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,726.24901114134,4.8253718,278.869542104624,32.593264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.103854967313,0.0347558640899714,1.17821387571429,5.7834346,0.461668390059556,1.864613,-0.00464311,0,0,205.002027800312,0.21494422,0,0.00400242359152465,0,0,0,0,0,0,0.0373907161716277,0
1773,0.29345,0,0,0,0,35,0.010723098,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,726.858188336758,5.3080938,279.009828278539,36.536778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.124871714612,0.0396841867008225,1.19927949857143,6.4846451,0.520551650958332,2.082403,-0.0052936978,0,0,222.975173354134,0.22806922,0,0.00400242359152465,0,0,0,0,0,0,0.0427322477680073,0
1774,0.32044601,0,0,0,0,35,0.010718937,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,727.454221873288,5.7925816,279.154029078767,40.486382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.145646318493,0.0446128223685645,1.21985236428571,7.1869238,0.579495332862608,2.3006082,-0.0059278143,0,0,241.04499950078,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0480737783637809,0
1775,0.34754051,0,0,0,0,35,0.010714769,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,728.034690196965,6.2788896,279.302492985615,44.442265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.166172266306,0.0495417830953787,1.23994126428571,7.8903037,0.63850129641924,2.5192414,-0.0065456773,0,0,259.214490889236,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0534153089595546,0
1776,0.37473653,0,0,0,0,35,0.010710595,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,728.602632737705,6.7670743,279.457822811987,48.40462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.186602470157,0.0544710788830826,1.25955525714286,8.5948188,0.697571462295955,2.7383159,-0.0071475049,0,0,277.486732324493,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0587568395553283,0
1777,0.40203721,0,0,0,0,35,0.010706413,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,729.153125965753,7.2571937,279.618716200913,52.373649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.206786416667,0.0594007177331304,1.27870308571429,9.3005044,0.756707831188297,2.9578452,-0.0077335152,0,0,295.864908767551,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0640983711517079,0
1778,0.4294458,0,0,0,0,35,0.010702225,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,729.685681410959,7.7493076,279.781914739726,56.349557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.226786167808,0.0643307126478847,1.29739361428571,10.007397,0.815912433802247,3.1778436,-0.0083039264,0,0,314.352285304212,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0694399017474816,0
1779,0.45696563,0,0,0,0,35,0.01069803,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,730.197737703128,8.2434776,279.942207959503,60.332558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.246626437957,0.0692610736291634,1.31563582857143,10.715533,0.875187390875084,3.3983254,-0.0088589563,0,0,332.952237191888,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0747814323432553,0
1780,0.48460014,0,0,0,0,35,0.010693826,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,730.689216873893,8.7397674,280.096517689198,64.32287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.266480548145,0.0741918126791475,1.33343859285714,11.424951,0.934534883164953,3.6193057,-0.0093988231,0,0,351.668259875195,0.23244422,0,0.00400242359152465,0,0,0,0,0,0,0.0801229639396349,0
1781,0.51235288,0,0,0,0,35,0.010689617,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,731.150987762557,9.2382426,280.242258981735,68.32072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.286226945205,0.0791229407998364,1.35450462857143,12.135692,0.993957141447388,3.8407999,-0.009923745,0,0,370.503938939158,0.23244422,0,0.00500302951442096,0,0,0,0,0,0,0.0854644945354086,0
1782,0.5402275,0,0,0,0,35,0.010685398,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,731.58186272032,9.7389706,280.381666703196,72.32634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.305879295662,0.0840544699934112,1.37145520714286,12.847795,1.05345643651183,4.0628238,-0.01043394,0,0,389.462970140406,0.21056922,0,0.00500302951442096,0,0,0,0,0,0,0.0908060251311823,0
1783,0.56822778,0,0,0,0,35,0.010681171,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,731.986619365078,10.242021,280.518505561394,76.339972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.325415368023,0.0889864122620529,1.38799292857143,13.561303,1.11303524922077,4.2853938,-0.010929626,0,0,408.549169422777,0.11869422,0,0.00500302951442096,0,0,0,0,0,0,0.0961475567275619,0
1784,0.59635759,0,0,0,0,35,0.010676935,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,732.377357396799,10.747466,280.658229201038,80.361863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.345036605372,0.0939187816083064,1.40412665714286,14.27626,1.17269599041233,4.5085268,-0.011411021,0,0,427.766462901716,0.044319219,0,0.00500302951442096,0,0,0,0,0,0,0.101489087323336,0
1785,0.62462095,0,0,0,0,35,0.010672691,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,732.761104898402,11.25538,280.803993219178,84.392268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.364675670091,0.0988515910345344,1.4198655,14.992711,1.23244126099072,4.7322403,-0.011878343,0,0,447.118926926677,0.10119422,0,0.00500302951442096,0,0,0,0,0,0,0.106830621921533,0
1786,0.65302198,0,0,0,0,35,0.010668437,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,733.147963299087,11.765839,280.957993136986,88.431451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.384359473744,0.103784850542555,1.4352182,15.710701,1.2922734617906,4.9565522,-0.01233181,0,0,466.610717971919,0.18869422,0,0.00500302951442096,0,0,0,0,0,0,0.112172146513671,0
1787,0.68156496,0,0,0,0,35,0.010664172,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,733.546626062885,12.278921,281.118288569703,92.479683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.404014004105,0.108718587137274,1.4501935,16.430278,1.3521954938205,5.1814809,-0.012771641,0,0,486.246162776911,0.22369422,0,0.00500302951442096,0,0,0,0,0,0,0.117513681111869,0
1788,0.71025425,0,0,0,0,35,0.010659899,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,733.969750974836,12.794707,281.281839824737,96.537244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.423820674888,0.113652793817422,1.46480062857143,17.151491,1.41221005801943,5.4070456,-0.013198053,0,0,506.02968823713,0.22806922,0,0.00500302951442096,0,0,0,0,0,0,0.122855215710066,0
1789,0.73909439,0,0,0,0,35,0.010655614,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,734.424014144977,13.313282,281.442720100457,100.60442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.44368998516,0.118587500588449,1.47904820714286,17.874391,1.47232005539592,5.633266,-0.013611265000000001,0,0,525.96589151326,0.12306921999999999,0,0.00500302951442096,0,0,0,0,0,0,0.128196740302204,0
1790,0.76809005,0,0,0,0,35,0.010651319,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,734.917154955479,13.834732,281.597695287671,104.68152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.463707789954,0.123522717452174,1.49294522142857,18.59903,1.53252838695851,5.8601623,-0.014011494,0,0,546.059479937598,-0.025680781,0,0.00500302951442096,0,0,0,0,0,0,0.133538274900401,0
1791,0.79724604,0,0,0,0,35,0.010647012,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,735.449829625608,14.359145,281.746156694632,108.76883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.483822400897,0.128458464412232,1.51019439285714,19.325462,1.59283805375052,6.0877554,-0.014398959,0,0,566.315331107644,0.0093192188,0,0.00600363543731728,0,0,0,0,0,0,0.13887979949254,0
1792,0.8265673,0,0,0,0,35,0.010642695,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,736.023458165506,14.886613,281.890657687502,112.86668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.504169051264,0.133394761472259,1.52341687142857,20.053742,1.6532523569196,6.3160669,-0.014773877,0,0,586.738452823713,0.14056922,0,0.00600363543731728,0,0,0,0,0,0,0.144221334090737,0
1793,0.85605896,0,0,0,0,35,0.010638364,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,736.630841089041,15.417231,282.030931920091,116.9754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.524636199772,0.138331618634071,1.5363155,20.783927,1.71377429750907,6.5451189,-0.015136468,0,0,607.334033166927,0.20619422,0,0.00600363543731728,0,0,0,0,0,0,0.149562868688934,0
1794,0.88572629,0,0,0,0,35,0.010634021,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,737.26965772831,15.951096,282.166971143836,121.09532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.545302920091,0.143269045899486,1.54889902142857,21.516077,1.77440747677093,6.7749345,-0.015486947,0,0,628.107400436818,0.21494422,0,0.00600363543731728,0,0,0,0,0,0,0.154904393281072,0
1795,0.91557471,0,0,0,0,35,0.010629666,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,737.935477807389,16.488308,282.298425475641,125.22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.566168078936,0.148207073273958,1.56117642142857,22.250252,1.83515509581803,7.0055372,-0.015825535,0,0,649.064043182527,0.19306922,0,0.00600363543731728,0,0,0,0,0,0,0.16024592787927,0
1796,0.94560984,0,0,0,0,35,0.010625297,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,738.630464352584,17.028971,282.426527467088,129.37015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.587392982222,0.153145710759304,1.57315656428571,22.986514,1.89602085593714,7.2369513,-0.016152449,0,0,670.209630234009,0.18869422,0,0.00600363543731728,0,0,0,0,0,0,0.165587462477467,0
1797,0.97583743,0,0,0,0,35,0.010620914,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,739.347287585616,17.573192,282.550687332192,133.52578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.608835676941,0.158084988360976,1.58854229285714,23.724929,1.95700825834547,7.469202,-0.016467906,0,0,691.550020717629,0.21056922,0,0.00700424136021359,0,0,0,0,0,0,0.170928987069605,0
1798,1.0062635,0,0,0,0,35,0.010616517,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,740.083884219178,18.121081,282.67092939726,137.69407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.630541251141,0.163024916080792,1.59995451428571,24.465563,2.01812120439933,7.7023151,-0.016772126,0,0,713.09123400936,0.22806922,0,0.00700424136021359,0,0,0,0,0,0,0.176270521667803,0
1799,1.036894,0,0,0,0,35,0.010612106,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,740.838349287671,18.672751,282.786974775114,141.8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.652559428082,0.167965523924206,1.61109631428571,25.208484,2.0793634954202602,7.9363173,-0.017065325,0,0,734.839469765991,0.23244422,0,0.00700424136021359,0,0,0,0,0,0,0.181612046259941,0
1800,1.0677355,0,0,0,0,35,0.010607681,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,741.613570994292,19.228319,282.898728078767,146.07018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.674942671233,0.172906821893034,1.62567017142857,25.953763,2.14073913279936,8.1712361,-0.017347723,0,0,756.801147987519,0.23244422,0,0.0080048472831099,0,0,0,0,0,0,0.186953580858138,0
1801,1.0987944,0,0,0,0,35,0.010603238,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,742.420079670091,19.787906,283.00652460274,150.27882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.697710902968,0.177848829990912,1.63629735714286,26.701473,2.20225231799726,8.4070999,-0.017619537,0,0,778.982858939157,0.23244422,0,0.0080048472831099,0,0,0,0,0,0,0.192295115456336,0
1802,1.1300774,0,0,0,0,35,0.01059878,0,0,0,0,0,0,0,0,0,0,5.8,157.267,0,480,3100.211,743.266557455479,20.351635,283.110652365297,154.50174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.720854146119,0.182791578223293,1.65406842857143,27.45169,2.26390725247462,8.6439378,-0.017880985,0,0,801.391403213729,0.23244422,0,0.0100060591289025,0,0,0,0,0,0,0.197636640048474,0
